participant,response,valid_categories,category,irt
392,monkey,"Jungle Animals,Primates",Jungle Animals,21
392,leopard,"Jungle Animals,Felines",Jungle Animals,6
392,zebra,Non-Jungle Animals,Non-Jungle Animals,4
392,hamster,"Pets,Rodent Like",Pets,12
392,gerbil,"Pets,Rodent Like",Pets,4
392,fly,Insects,Insects,4
392,ant,Insects,Insects,3
392,bee,Insects,Insects,1
392,hornet,Insects,Insects,10
392,bronco,"Farm Animals,North American",North American,8
393,bear,North American,North American,4
393,cat,"Felines,Pets",Pets,2
393,dog,"Canines,Pets",Pets,1
393,tiger,"Non-Jungle Animals,Felines",Felines,2
393,lion,"Non-Jungle Animals,Felines",Felines,2
393,monkey,"Jungle Animals,Primates",Jungle Animals,2
393,giraffe,Non-Jungle Animals,Non-Jungle Animals,2
393,elephant,Non-Jungle Animals,Non-Jungle Animals,3
393,turtle,"Fish,Pets,Reptiles/Amphibians",Pets,2
393,fox,"Arctic/Far North Animals,Canines,North American",North American,1
393,squirrel,"North American,Rodent Like",North American,3
393,chipmunk,"North American,Rodent Like",North American,4
393,deer,North American,North American,7
393,rabbit,"North American,Pets,Rodent Like",North American,5
393,bird,"Birds,Pets",Pets,4
393,fish,"Fish,Pets",Pets,3
393,dolphin,Fish,Fish,9
393,shark,Fish,Fish,2
393,raccoon,"North American,Rodent Like",North American,8
393,snake,"Jungle Animals,Farm Animals,Pets,Reptiles/Amphibians",Pets,13
393,hippopotamus,Non-Jungle Animals,Non-Jungle Animals,7
393,otter,Rodent Like,Rodent Like,3
393,horse,"Beasts of Burden,Farm Animals",Farm Animals,25
393,cow,Farm Animals,Farm Animals,4
393,groundhog,"North American,Rodent Like,Rodent Like",North American,7
393,pig,Farm Animals,Farm Animals,1
393,mouse,"Pets,Rodent Like",Pets,60
394,cat,"Felines,Pets",Pets,3
394,dog,"Canines,Pets",Pets,1
394,fish,"Fish,Pets",Pets,2
394,snake,"Jungle Animals,Farm Animals,Pets,Reptiles/Amphibians",Pets,2
394,lion,"Non-Jungle Animals,Felines",Felines,4
394,tiger,"Non-Jungle Animals,Felines",Felines,5
394,bear,North American,North American,1
394,turtle,"Fish,Pets,Reptiles/Amphibians",Pets,6
394,moth,Insects,Insects,3
394,owl,Birds,Birds,3
394,frog,"Pets,Reptiles/Amphibians",Pets,4
394,kitten,"Farm Animals,Pets",Pets,14
394,panther,"Jungle Animals,Felines,North American",Felines,26
394,polarbear,Arctic/Far North Animals,Arctic/Far North Animals,8
394,rabbit,"North American,Pets,Rodent Like",Pets,22
394,hamster,"Pets,Rodent Like",Pets,4
394,toucan,Birds,Birds,13
394,bird,"Birds,Pets",Birds,5
394,squirrel,"North American,Rodent Like",North American,14
394,rooster,"Birds,Farm Animals",Birds,32
394,crow,Birds,Birds,5
395,dog,"Canines,Pets",Pets,5
395,cat,"Felines,Pets",Pets,1
395,mouse,"Pets,Rodent Like",Pets,1
395,rat,"Pets,Rodent Like",Pets,2
395,hamster,"Pets,Rodent Like",Pets,3
395,rabbit,"North American,Pets,Rodent Like",Pets,3
395,gerbil,"Pets,Rodent Like",Pets,1
395,alligator,"Jungle Animals,Reptiles/Amphibians",Jungle Animals,7
395,giraffe,Non-Jungle Animals,Non-Jungle Animals,2
395,rhinoceros,Non-Jungle Animals,Non-Jungle Animals,4
395,elephant,Non-Jungle Animals,Non-Jungle Animals,3
395,woollymammoth,NA,North American,5
395,zebra,Non-Jungle Animals,Non-Jungle Animals,5
395,lion,"Non-Jungle Animals,Felines",Non-Jungle Animals,3
395,tiger,"Non-Jungle Animals,Felines",Non-Jungle Animals,2
395,blackbird,Birds,Birds,3
395,hawk,"Birds,North American",Birds,1
395,pigeon,Birds,Birds,3
395,cardinal,Birds,Birds,4
395,cub,North American,North American,7
395,kangaroo,Australian Animals,Australian Animals,3
395,flamingo,"Non-Jungle Animals,Birds",Birds,4
395,pheasant,"Birds,Farm Animals,North American",Birds,2
395,pig,Farm Animals,Farm Animals,6
395,sheep,Farm Animals,Farm Animals,2
395,cow,Farm Animals,Farm Animals,1
395,horse,"Beasts of Burden,Farm Animals",Farm Animals,2
395,bull,"Farm Animals,Felines",Farm Animals,2
395,duck,"Birds,Farm Animals",Farm Animals,2
395,goose,"Birds,Farm Animals",Farm Animals,3
395,hippopotamus,Non-Jungle Animals,Non-Jungle Animals,7
395,cheetah,"Non-Jungle Animals,Felines",Non-Jungle Animals,5
395,bird,"Birds,Pets",Birds,4
395,parrot,"Birds,Pets",Birds,4
395,parakeet,"Birds,Pets",Birds,3
395,monkey,"Jungle Animals,Primates",Primates,2
395,gorilla,"Jungle Animals,Primates",Primates,3
395,butterfly,Insects,Insects,8
395,ant,Insects,Insects,2
395,spider,Insects,Insects,2
395,bee,Insects,Insects,3
395,wasp,Insects,Insects,2
395,tarantula,Insects,Insects,3
395,lizard,"Pets,Reptiles/Amphibians",Reptiles/Amphibians,2
395,gecko,"Non-Jungle Animals,Reptiles/Amphibians",Reptiles/Amphibians,1
395,snake,"Jungle Animals,Farm Animals,Pets,Reptiles/Amphibians",Reptiles/Amphibians,3
395,gardensnake,"North American,Reptiles/Amphibians",Reptiles/Amphibians,6
395,leopard,"Jungle Animals,Felines",Jungle Animals,14
396,elephant,Non-Jungle Animals,Non-Jungle Animals,4
396,jaguar,"Jungle Animals,Felines",Felines,2
396,panther,"Jungle Animals,Felines,North American",Felines,2
396,cat,"Felines,Pets",Felines,2
396,dog,"Canines,Pets",Pets,3
396,giraffe,Non-Jungle Animals,Non-Jungle Animals,3
396,lion,"Non-Jungle Animals,Felines",Non-Jungle Animals,3
396,gazelle,Non-Jungle Animals,Non-Jungle Animals,3
396,rhino,Non-Jungle Animals,Non-Jungle Animals,3
396,bird,"Birds,Pets",Pets,5
396,beetle,Insects,Insects,10
396,mongoose,"Non-Jungle Animals,Rodent Like",Non-Jungle Animals,3
396,platypus,"Australian Animals,Rodent Like",Australian Animals,7
396,kangaroo,Australian Animals,Australian Animals,4
396,buffalo,"Non-Jungle Animals,North American",North American,4
396,deer,North American,North American,2
396,turkey,"Birds,Farm Animals,North American",North American,2
396,mountainlion,"Felines,North American",North American,15
396,goat,"Farm Animals,North American",North American,2
396,moose,North American,North American,4
396,cow,Farm Animals,Farm Animals,5
396,horse,"Beasts of Burden,Farm Animals",Farm Animals,1
396,wildebeest,Non-Jungle Animals,Non-Jungle Animals,8
396,ram,North American,North American,5
396,sheep,Farm Animals,Farm Animals,3
396,llama,"Beasts of Burden,Farm Animals",Farm Animals,6
396,alpaca,"Beasts of Burden,Farm Animals,Pets",Farm Animals,2
396,rat,"Pets,Rodent Like",Rodent Like,5
396,mouse,"Pets,Rodent Like",Rodent Like,3
396,caribou,"Arctic/Far North Animals,North American",Arctic/Far North Animals,7
396,zebra,Non-Jungle Animals,Non-Jungle Animals,3
396,koala,Australian Animals,Australian Animals,8
396,yak,"Arctic/Far North Animals,Beasts of Burden",Arctic/Far North Animals,9
396,gerbil,"Pets,Rodent Like",Rodent Like,10
396,walrus,Arctic/Far North Animals,Arctic/Far North Animals,5
396,hippopotamus,Non-Jungle Animals,Non-Jungle Animals,1
396,tiger,"Non-Jungle Animals,Felines",North American,4
396,bear,North American,North American,1
396,unicorn,NA,Farm Animals,16
397,mouse,"Pets,Rodent Like",Pets,4
397,dog,"Canines,Pets",Pets,2
397,cat,"Felines,Pets",Pets,1
397,fish,"Fish,Pets",Pets,3
397,elephant,Non-Jungle Animals,Non-Jungle Animals,3
397,woollymammoth,NA,North American,4
397,cougar,"Felines,North American",North American,4
397,wildcat,"Felines,North American",North American,2
397,lion,"Non-Jungle Animals,Felines",Felines,2
397,tiger,"Non-Jungle Animals,Felines",Felines,3
397,jaguar,"Jungle Animals,Felines",Felines,4
397,bear,North American,North American,2
397,rabbit,"North American,Pets,Rodent Like",North American,5
397,wolf,"Arctic/Far North Animals,Canines,North American",North American,2
397,duck,"Birds,Farm Animals",Birds,3
397,eagle,"Birds,North American",Birds,3
397,goose,"Birds,Farm Animals",Birds,3
397,swan,Birds,Birds,3
397,bird,"Birds,Pets",Birds,2
397,crow,Birds,Birds,4
397,hawk,"Birds,North American",Birds,2
397,owl,Birds,Birds,7
397,squirrel,"North American,Rodent Like",North American,7
397,giraffe,Non-Jungle Animals,Non-Jungle Animals,19
397,monkey,"Jungle Animals,Primates",Primates,5
397,ape,"Jungle Animals,Primates",Primates,2
397,whale,Fish,Fish,3
397,shark,Fish,Fish,3
397,dolphin,Fish,Fish,4
397,bunny,"North American,Pets",North American,15
397,turtle,"Fish,Pets,Reptiles/Amphibians",Reptiles/Amphibians,8
397,snake,"Jungle Animals,Farm Animals,Pets,Reptiles/Amphibians",Reptiles/Amphibians,2
397,turkey,"Birds,Farm Animals,North American",Birds,4
397,chicken,"Birds,Farm Animals",Birds,2
397,rooster,"Birds,Farm Animals",Birds,3
397,hen,"Birds,Farm Animals",Birds,2
397,hamster,"Pets,Rodent Like",Pets,18
397,elk,North American,North American,9
397,deer,North American,North American,2
397,pigeon,Birds,Birds,12
398,cat,"Felines,Pets",Pets,4
398,dog,"Canines,Pets",Pets,1
398,rat,"Pets,Rodent Like",Pets,1
398,hamster,"Pets,Rodent Like",Pets,2
398,rooster,"Birds,Farm Animals",Farm Animals,1
398,rabbit,"North American,Pets,Rodent Like",Pets,4
398,toad,"Pets,Reptiles/Amphibians",Pets,1
398,frog,"Pets,Reptiles/Amphibians",Pets,2
398,gecko,"Non-Jungle Animals,Reptiles/Amphibians",Reptiles/Amphibians,5
398,snake,"Jungle Animals,Farm Animals,Pets,Reptiles/Amphibians",Reptiles/Amphibians,2
398,lizard,"Pets,Reptiles/Amphibians",Reptiles/Amphibians,3
398,alligator,"Jungle Animals,Reptiles/Amphibians",Reptiles/Amphibians,2
398,wombat,Australian Animals,Australian Animals,3
398,bat,Rodent Like,Rodent Like,1
398,spidermonkey,Primates,Primates,7
398,monkey,"Jungle Animals,Primates",Primates,2
398,whale,Fish,Fish,1
398,zebra,Non-Jungle Animals,Non-Jungle Animals,7
398,cougar,"Felines,North American",Felines,3
398,lion,"Non-Jungle Animals,Felines",Felines,2
398,tiger,"Non-Jungle Animals,Felines",Felines,1
398,bear,North American,North American,1
398,squirrel,"North American,Rodent Like",North American,11
398,raccoon,"North American,Rodent Like",North American,2
398,crow,Birds,Birds,2
398,bird,"Birds,Pets",Birds,2
398,jaguar,"Jungle Animals,Felines",Felines,16
398,puma,"Jungle Animals,Felines,North American",Felines,6
398,blackmamba,"Jungle Animals,Reptiles/Amphibians",Reptiles/Amphibians,3
398,crocodile,"Jungle Animals,Reptiles/Amphibians",Reptiles/Amphibians,6
398,meerkat,Non-Jungle Animals,Non-Jungle Animals,14
398,gorilla,"Jungle Animals,Primates",Primates,16
398,flamingo,"Non-Jungle Animals,Birds",Non-Jungle Animals,5
398,devil,Rodent Like,Rodent Like,11
398,rhinoceros,Non-Jungle Animals,Non-Jungle Animals,8
398,hippopotamus,Non-Jungle Animals,Non-Jungle Animals,5
398,shark,Fish,Fish,9
398,penguin,"Arctic/Far North Animals,Birds",Birds,10
474,bird,"Birds,Pets",Pets,3
474,dog,"Canines,Pets",Pets,2
474,cat,"Felines,Pets",Pets,1
474,horse,"Beasts of Burden,Farm Animals",Farm Animals,1
474,cow,Farm Animals,Farm Animals,0
474,pig,Farm Animals,Farm Animals,9
474,donkey,"Beasts of Burden,Farm Animals",Farm Animals,1
474,elephant,Non-Jungle Animals,Non-Jungle Animals,1
474,monkey,"Jungle Animals,Primates",Primates,2
474,bear,North American,North American,1
474,gorilla,"Jungle Animals,Primates",Primates,1
474,tiger,"Non-Jungle Animals,Felines",Non-Jungle Animals,3
474,lion,"Non-Jungle Animals,Felines",Non-Jungle Animals,3
474,rat,"Pets,Rodent Like",Pets,2
474,mouse,"Pets,Rodent Like",Pets,3
474,snake,"Jungle Animals,Farm Animals,Pets,Reptiles/Amphibians",Pets,2
474,lizard,"Pets,Reptiles/Amphibians",Pets,1
474,frog,"Pets,Reptiles/Amphibians",Pets,4
474,hamster,"Pets,Rodent Like",Pets,9
474,fish,"Fish,Pets",Pets,2
474,guineapig,"Pets,Rodent Like",Pets,3
474,rooster,"Birds,Farm Animals",Farm Animals,4
474,chicken,"Birds,Farm Animals",Farm Animals,1
474,turkey,"Birds,Farm Animals,North American",Farm Animals,3
474,ferret,"Farm Animals,Pets,Rodent Like",Farm Animals,27
474,parrot,"Birds,Pets",Pets,3
474,shark,Fish,Fish,21
474,deer,North American,North American,36
474,moose,North American,North American,41
475,monkey,"Jungle Animals,Primates",Primates,2
475,dog,"Canines,Pets",Pets,1
475,cat,"Felines,Pets",Pets,1
475,bird,"Birds,Pets",Pets,1
475,lion,"Non-Jungle Animals,Felines",Non-Jungle Animals,2
475,giraffe,Non-Jungle Animals,Non-Jungle Animals,2
475,pig,Farm Animals,Farm Animals,2
475,cow,Farm Animals,Farm Animals,1
475,seagull,Birds,Birds,3
475,fish,"Fish,Pets",Fish,3
475,whale,Fish,Fish,3
475,shark,Fish,Fish,2
475,rat,"Pets,Rodent Like",Pets,3
475,mouse,"Pets,Rodent Like",Pets,0
475,worm,Insects,Insects,2
475,snake,"Jungle Animals,Farm Animals,Pets,Reptiles/Amphibians",Pets,5
475,spider,Insects,Insects,2
475,octopus,Fish,Fish,6
475,seal,Arctic/Far North Animals,Arctic/Far North Animals,7
475,dolphin,Fish,Fish,3
475,hawk,"Birds,North American",Birds,3
475,dinosaur,Reptiles/Amphibians,Reptiles/Amphibians,11
475,duck,"Birds,Farm Animals",Birds,10
475,quail,Birds,Birds,5
475,gerbil,"Pets,Rodent Like",Pets,6
475,hamster,"Pets,Rodent Like",Pets,2
475,turtle,"Fish,Pets,Reptiles/Amphibians",Pets,4
475,frog,"Pets,Reptiles/Amphibians",Pets,1
475,alligator,"Jungle Animals,Reptiles/Amphibians",Reptiles/Amphibians,2
475,crocodile,"Jungle Animals,Reptiles/Amphibians",Reptiles/Amphibians,2
475,bear,North American,North American,15
475,fox,"Arctic/Far North Animals,Canines,North American",North American,2
475,wolf,"Arctic/Far North Animals,Canines,North American",North American,2
475,rabbit,"North American,Pets,Rodent Like",North American,3
475,zebra,Non-Jungle Animals,Non-Jungle Animals,4
475,horse,"Beasts of Burden,Farm Animals",Farm Animals,9
475,hyena,"Non-Jungle Animals,Canines",Non-Jungle Animals,9
475,tiger,"Non-Jungle Animals,Felines",Non-Jungle Animals,3
475,elephant,Non-Jungle Animals,Non-Jungle Animals,4
475,chicken,"Birds,Farm Animals",Farm Animals,6
475,possum,"Australian Animals,North American",North American,5
475,yak,"Arctic/Far North Animals,Beasts of Burden",Arctic/Far North Animals,11
475,tarantula,Insects,Insects,8
476,dog,"Canines,Pets",Pets,4
476,cat,"Felines,Pets",Pets,1
476,bird,"Birds,Pets",Pets,2
476,fish,"Fish,Pets",Pets,3
476,lion,"Non-Jungle Animals,Felines",Non-Jungle Animals,3
476,giraffe,Non-Jungle Animals,Non-Jungle Animals,3
476,monkey,"Jungle Animals,Primates",Jungle Animals,5
476,elephant,Non-Jungle Animals,Non-Jungle Animals,10
476,rat,"Pets,Rodent Like",Rodent Like,13
476,mouse,"Pets,Rodent Like",Rodent Like,4
476,guineapig,"Pets,Rodent Like",Rodent Like,5
476,badger,"North American,Rodent Like",Rodent Like,10
476,possum,"Australian Animals,North American",North American,2
476,raccoon,"North American,Rodent Like",North American,4
476,deer,North American,North American,3
476,turkey,"Birds,Farm Animals,North American",North American,4
476,pig,Farm Animals,Farm Animals,1
476,horse,"Beasts of Burden,Farm Animals",Farm Animals,3
476,buffalo,"Non-Jungle Animals,North American",North American,28
476,antelope,Non-Jungle Animals,Non-Jungle Animals,3
476,alligator,"Jungle Animals,Reptiles/Amphibians",Jungle Animals,4
476,crocodile,"Jungle Animals,Reptiles/Amphibians",Jungle Animals,3
476,panther,"Jungle Animals,Felines,North American",Jungle Animals,10
476,wolf,"Arctic/Far North Animals,Canines,North American",North American,3
476,moose,North American,North American,2
476,caribou,"Arctic/Far North Animals,North American",North American,3
476,reindeer,Arctic/Far North Animals,Arctic/Far North Animals,6
476,polarbear,Arctic/Far North Animals,Arctic/Far North Animals,5
476,blackbear,North American,North American,5
476,muskrat,"North American,Rodent Like",North American,23
477,dog,"Canines,Pets",Pets,4
477,cat,"Felines,Pets",Pets,2
477,rat,"Pets,Rodent Like",Pets,2
477,mouse,"Pets,Rodent Like",Pets,3
477,tiger,"Non-Jungle Animals,Felines",Non-Jungle Animals,4
477,bear,North American,North American,2
477,lion,"Non-Jungle Animals,Felines",Non-Jungle Animals,5
477,cheetah,"Non-Jungle Animals,Felines",Non-Jungle Animals,4
477,python,"Jungle Animals,Reptiles/Amphibians",Jungle Animals,4
477,panther,"Jungle Animals,Felines,North American",Jungle Animals,4
477,zebra,Non-Jungle Animals,Non-Jungle Animals,5
477,giraffe,Non-Jungle Animals,Non-Jungle Animals,5
477,elephant,Non-Jungle Animals,Non-Jungle Animals,3
477,penguin,"Arctic/Far North Animals,Birds",Arctic/Far North Animals,6
477,polarbear,Arctic/Far North Animals,Arctic/Far North Animals,9
477,panda,Jungle Animals,Jungle Animals,4
477,snake,"Jungle Animals,Farm Animals,Pets,Reptiles/Amphibians",Jungle Animals,4
477,gardensnake,"North American,Reptiles/Amphibians",Reptiles/Amphibians,7
477,snail,"Pets,Reptiles/Amphibians",Reptiles/Amphibians,3
477,toad,"Pets,Reptiles/Amphibians",Reptiles/Amphibians,8
477,frog,"Pets,Reptiles/Amphibians",Reptiles/Amphibians,2
477,chameleon,"Jungle Animals,Reptiles/Amphibians",Reptiles/Amphibians,9
477,lizard,"Pets,Reptiles/Amphibians",Reptiles/Amphibians,4
477,slug,Insects,Insects,8
477,horse,"Beasts of Burden,Farm Animals",Beasts of Burden,6
477,camel,"Non-Jungle Animals,Beasts of Burden",Beasts of Burden,3
477,kangaroo,Australian Animals,Australian Animals,7
477,koala,Australian Animals,Australian Animals,6
477,shark,Fish,Fish,7
477,whale,Fish,Fish,2
477,goldfish,"Fish,Pets",Fish,7
477,angelfish,Fish,Fish,4
477,salamander,Reptiles/Amphibians,Reptiles/Amphibians,18
477,spider,Insects,Insects,14
478,dog,"Canines,Pets",Pets,3
478,cat,"Felines,Pets",Pets,1
478,chicken,"Birds,Farm Animals",Birds,2
478,duck,"Birds,Farm Animals",Birds,2
478,elephant,Non-Jungle Animals,Non-Jungle Animals,3
478,mouse,"Pets,Rodent Like",Pets,3
478,hamster,"Pets,Rodent Like",Pets,5
478,sheep,Farm Animals,Farm Animals,3
478,moose,North American,North American,10
478,giraffe,Non-Jungle Animals,Non-Jungle Animals,3
478,monkey,"Jungle Animals,Primates",Jungle Animals,2
478,fish,"Fish,Pets",Pets,3
478,leopard,"Jungle Animals,Felines",Jungle Animals,4
478,zebra,Non-Jungle Animals,Non-Jungle Animals,3
478,lizard,"Pets,Reptiles/Amphibians",Pets,6
478,rabbit,"North American,Pets,Rodent Like",Pets,4
478,chimpanzee,"Jungle Animals,Primates",Jungle Animals,19
478,rat,"Pets,Rodent Like",Pets,11
478,tiger,"Non-Jungle Animals,Felines",Non-Jungle Animals,28
478,bear,North American,North American,3
478,lion,"Non-Jungle Animals,Felines",Non-Jungle Animals,3
478,gerbil,"Pets,Rodent Like",Rodent Like,10
478,ferret,"Farm Animals,Pets,Rodent Like",Rodent Like,3
478,penguin,"Arctic/Far North Animals,Birds",Arctic/Far North Animals,9
478,ostrich,"Non-Jungle Animals,Birds",Non-Jungle Animals,4
478,polarbear,Arctic/Far North Animals,Arctic/Far North Animals,7
478,koala,Australian Animals,Australian Animals,4
478,deer,North American,North American,13
478,reindeer,Arctic/Far North Animals,Arctic/Far North Animals,2
478,goldfish,"Fish,Pets",Pets,30
479,cat,"Felines,Pets",Pets,2
479,dog,"Canines,Pets",Pets,2
479,elephant,Non-Jungle Animals,Non-Jungle Animals,3
479,giraffe,Non-Jungle Animals,Non-Jungle Animals,2
479,monkey,"Jungle Animals,Primates",Primates,3
479,gorilla,"Jungle Animals,Primates",Primates,3
479,ape,"Jungle Animals,Primates",Primates,1
479,chimpanzee,"Jungle Animals,Primates",Primates,4
479,penguin,"Arctic/Far North Animals,Birds",Arctic/Far North Animals,4
479,antelope,Non-Jungle Animals,Non-Jungle Animals,3
479,lion,"Non-Jungle Animals,Felines",Non-Jungle Animals,3
479,tiger,"Non-Jungle Animals,Felines",Non-Jungle Animals,3
479,grizzly,North American,North American,4
479,blackbear,North American,North American,4
479,seal,Arctic/Far North Animals,Arctic/Far North Animals,2
479,walrus,Arctic/Far North Animals,Arctic/Far North Animals,3
479,flamingo,"Non-Jungle Animals,Birds",Birds,6
479,peacock,Birds,Birds,5
479,squirrel,"North American,Rodent Like",North American,4
479,chipmunk,"North American,Rodent Like",North American,5
479,fish,"Fish,Pets",Fish,5
479,starfish,Fish,Fish,3
479,seahorse,Fish,Fish,2
479,shark,Fish,Fish,6
479,killerwhale,Fish,Fish,5
479,clownfish,Fish,Fish,9
479,dalmation,"Canines,Pets",Pets,9
479,sparrow,Birds,Birds,5
479,eagle,"Birds,North American",Birds,3
479,egret,Birds,Birds,4
479,bluefootedbooby,Birds,Birds,7
479,muskrat,"North American,Rodent Like",North American,9
479,possum,"Australian Animals,North American",North American,3
479,mole,"Rodent Like,Rodent Like",Rodent Like,3
479,raccoon,"North American,Rodent Like",Rodent Like,3
479,goose,"Birds,Farm Animals",Birds,2
479,duck,"Birds,Farm Animals",Birds,3
479,gulls,Birds,Birds,2
479,cow,Farm Animals,Farm Animals,7
479,horse,"Beasts of Burden,Farm Animals",Farm Animals,2
479,pig,Farm Animals,Farm Animals,2
479,sheep,Farm Animals,Farm Animals,5
479,ewe,Farm Animals,Farm Animals,1
479,lamb,Farm Animals,Farm Animals,3
479,wolf,"Arctic/Far North Animals,Canines,North American",North American,4
479,leopard,"Jungle Animals,Felines",Jungle Animals,8
480,dog,"Canines,Pets",Pets,3
480,cat,"Felines,Pets",Pets,1
480,ferret,"Farm Animals,Pets,Rodent Like",Pets,2
480,lizard,"Pets,Reptiles/Amphibians",Pets,4
480,panda,Jungle Animals,Jungle Animals,2
480,koala,Australian Animals,Australian Animals,3
480,seal,Arctic/Far North Animals,Arctic/Far North Animals,2
480,dolphin,Fish,Fish,4
480,fish,"Fish,Pets",Fish,1
480,shark,Fish,Fish,1
480,whale,Fish,Fish,3
480,sealion,"Arctic/Far North Animals,Fish,North American",Fish,2
480,polarbear,Arctic/Far North Animals,Arctic/Far North Animals,4
480,blackbear,North American,North American,4
480,grizzly,North American,North American,4
480,fox,"Arctic/Far North Animals,Canines,North American",North American,3
480,coyote,"Canines,North American",North American,2
480,pig,Farm Animals,Farm Animals,7
480,cow,Farm Animals,Farm Animals,1
480,horse,"Beasts of Burden,Farm Animals",Farm Animals,3
480,duck,"Birds,Farm Animals",Farm Animals,1
480,frog,"Pets,Reptiles/Amphibians",Reptiles/Amphibians,2
480,snake,"Jungle Animals,Farm Animals,Pets,Reptiles/Amphibians",Reptiles/Amphibians,2
480,snail,"Pets,Reptiles/Amphibians",Reptiles/Amphibians,2
480,turtle,"Fish,Pets,Reptiles/Amphibians",Reptiles/Amphibians,2
480,fly,Insects,Insects,2
480,butterfly,Insects,Insects,3
480,tiger,"Non-Jungle Animals,Felines",Non-Jungle Animals,9
480,groundhog,"North American,Rodent Like,Rodent Like",North American,15
480,zebra,Non-Jungle Animals,Non-Jungle Animals,8
480,kangaroo,Australian Animals,Australian Animals,3
480,crab,Fish,Fish,4
480,lobster,Fish,Fish,4
480,possum,"Australian Animals,North American",North American,20
480,raccoon,"North American,Rodent Like",North American,4
480,squirrel,"North American,Rodent Like",North American,13
480,chipmunk,"North American,Rodent Like",North American,4
480,rabbit,"North American,Pets,Rodent Like",North American,4
480,jackrabbit,North American,North American,5
480,chinchilla,Rodent Like,Rodent Like,10
480,bat,Rodent Like,Rodent Like,6
480,gorilla,"Jungle Animals,Primates",Jungle Animals,8
481,human,Primates,Primates,4
481,monkey,"Jungle Animals,Primates",Primates,2
481,bird,"Birds,Pets",Pets,2
481,frog,"Pets,Reptiles/Amphibians",Pets,2
481,leopard,"Jungle Animals,Felines",Felines,4
481,tiger,"Non-Jungle Animals,Felines",Felines,2
481,giraffe,Non-Jungle Animals,Non-Jungle Animals,3
481,elephant,Non-Jungle Animals,Non-Jungle Animals,3
481,gorilla,"Jungle Animals,Primates",Primates,2
481,snake,"Jungle Animals,Farm Animals,Pets,Reptiles/Amphibians",Pets,2
481,fly,Insects,Insects,3
481,anteater,"Non-Jungle Animals,Rodent Like",Non-Jungle Animals,14
481,dog,"Canines,Pets",Pets,11
481,cat,"Felines,Pets",Pets,1
481,hamster,"Pets,Rodent Like",Pets,5
481,rat,"Pets,Rodent Like",Pets,3
481,mouse,"Pets,Rodent Like",Pets,2
481,turtle,"Fish,Pets,Reptiles/Amphibians",Pets,4
481,guineapig,"Pets,Rodent Like",Pets,5
481,kangaroo,Australian Animals,Australian Animals,9
481,koala,Australian Animals,Australian Animals,2
481,chipmunk,"North American,Rodent Like",North American,4
481,squirrel,"North American,Rodent Like",North American,8
481,crocodile,"Jungle Animals,Reptiles/Amphibians",Jungle Animals,12
481,alligator,"Jungle Animals,Reptiles/Amphibians",Jungle Animals,1
481,liger,"Non-Jungle Animals,Felines",Non-Jungle Animals,5
481,flamingo,"Non-Jungle Animals,Birds",Non-Jungle Animals,15
481,seal,Arctic/Far North Animals,Arctic/Far North Animals,9
481,whale,Fish,Fish,2
481,goldfish,"Fish,Pets",Fish,3
481,betta,Fish,Fish,6
481,clownfish,Fish,Fish,5
481,polarbear,Arctic/Far North Animals,Arctic/Far North Animals,7
481,brownbear,North American,North American,3
481,blackbear,North American,North American,6
481,panda,Jungle Animals,Jungle Animals,9
482,monkey,"Jungle Animals,Primates",Primates,4
482,turtle,"Fish,Pets,Reptiles/Amphibians",Pets,5
482,fish,"Fish,Pets",Pets,2
482,dog,"Canines,Pets",Pets,2
482,cat,"Felines,Pets",Pets,1
482,pig,Farm Animals,Farm Animals,2
482,horse,"Beasts of Burden,Farm Animals",Farm Animals,2
482,cow,Farm Animals,Farm Animals,4
482,bull,"Farm Animals,Felines",Farm Animals,1
482,chicken,"Birds,Farm Animals",Farm Animals,5
482,turkey,"Birds,Farm Animals,North American",Farm Animals,3
482,hen,"Birds,Farm Animals",Farm Animals,1
482,rooster,"Birds,Farm Animals",Farm Animals,5
482,whale,Fish,Fish,7
482,shark,Fish,Fish,3
482,rabbit,"North American,Pets,Rodent Like",Pets,18
482,lizard,"Pets,Reptiles/Amphibians",Pets,29
482,snake,"Jungle Animals,Farm Animals,Pets,Reptiles/Amphibians",Pets,2
482,chick,Birds,Birds,5
482,mouse,"Pets,Rodent Like",Pets,4
482,rat,"Pets,Rodent Like",Pets,3
482,bear,North American,North American,42
482,gorilla,"Jungle Animals,Primates",Primates,7
482,zebra,Non-Jungle Animals,Non-Jungle Animals,6
482,giraffe,Non-Jungle Animals,Non-Jungle Animals,4
482,lion,"Non-Jungle Animals,Felines",Non-Jungle Animals,3
483,labradorretriever,"Canines,Pets",Pets,9
483,cat,"Felines,Pets",Pets,2
483,lion,"Non-Jungle Animals,Felines",Non-Jungle Animals,3
483,tiger,"Non-Jungle Animals,Felines",Non-Jungle Animals,2
483,elephant,Non-Jungle Animals,Non-Jungle Animals,9
483,rhino,Non-Jungle Animals,Non-Jungle Animals,5
483,bird,"Birds,Pets",Pets,4
483,whale,Fish,Fish,5
483,fish,"Fish,Pets",Fish,6
483,shark,Fish,Fish,1
483,hippopotamus,Non-Jungle Animals,Non-Jungle Animals,5
483,oyster,Fish,Fish,9
483,dolphin,Fish,Fish,11
483,horse,"Beasts of Burden,Farm Animals",Farm Animals,5
483,bobcat,"Felines,North American",North American,9
